accession,taxid,superkingdom,phylum,class,order,family,genus,species
NC_025319.1,887869,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Discogobio,Discogobio yunnanensis
NC_025317.1,1550065,NA,Chordata,Actinopteri,Centrarchiformes,Sinipercidae,Siniperca,Siniperca chuatsi x Siniperca knerii
NC_025316.1,112022,NA,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,Lepus sinensis
NC_025309.1,317325,NA,Chordata,Amphibia,Anura,Hylidae,Hyla,Hyla annectans
NC_025308.1,109478,NA,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis brandtii
NC_025307.1,396775,NA,Chordata,Actinopteri,NA,Sciaenidae,Nibea,Nibea coibor
NC_025303.1,263525,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Ptychobarbus,Ptychobarbus kaznakovi
NC_025301.1,182642,NA,Chordata,Actinopteri,Spariformes,Sparidae,Rhabdosargus,Rhabdosargus sarba
NC_025300.1,342434,NA,Chordata,Actinopteri,Cypriniformes,Gobionidae,Xenophysogobio,Xenophysogobio nudicorpa
NC_025298.1,1535408,NA,Chordata,Actinopteri,NA,Sillaginidae,Sillago,Sillago indica
NC_025297.1,340416,NA,Chordata,Actinopteri,Cypriniformes,Balitoridae,Metahomaloptera,Metahomaloptera omeiensis
NC_025296.1,94196,NA,Chordata,Mammalia,Carnivora,Viverridae,Viverricula,Viverricula indica
NC_025290.1,185886,NA,Chordata,Actinopteri,Perciformes,Scorpaenidae,Pterois,Pterois volitans
NC_025287.1,186193,NA,Chordata,Mammalia,Rodentia,Muridae,Mus,Mus fragilicauda
NC_025286.1,933226,NA,Chordata,Actinopteri,Cypriniformes,Xenocyprididae,Nipponocypris,Nipponocypris koreanus
NC_025283.1,399234,NA,Chordata,Mammalia,Rodentia,Cricetidae,Lasiopodomys,Lasiopodomys mandarinus
NC_025278.1,268767,NA,Chordata,Mammalia,Eulipotyphla,Soricidae,Sorex,Sorex cylindricauda
NC_025275.1,74398,NA,Chordata,Lepidosauria,Squamata,Colubridae,Elaphe,Elaphe taeniura
NC_025271.1,48560,NA,Chordata,Mammalia,Artiodactyla,Cervidae,Capreolus,Capreolus pygargus
NC_025270.1,10098,NA,Chordata,Mammalia,Rodentia,Muridae,Mus,Mus cookii
NC_025269.1,10097,NA,Chordata,Mammalia,Rodentia,Muridae,Mus,Mus cervicolor
NC_025242.1,157167,NA,Chordata,Actinopteri,Perciformes,Cottidae,Cottus,Cottus czerskii
NC_025226.1,121168,NA,Chordata,Amphibia,Anura,Ranidae,Glandirana,Glandirana tientaiensis
NC_025225.1,188929,NA,Chordata,Actinopteri,Anabantiformes,Channidae,Channa,Channa asiatica
NC_025222.1,40843,NA,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,Macaca tonkeana
NC_025221.1,54601,NA,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,Macaca silenus
NC_025201.1,9540,NA,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,Macaca arctoides
NC_025199.1,1302775,NA,Chordata,Actinopteri,Pleuronectiformes,Soleidae,Zebrias,Zebrias zebrinus
NC_024940.1,42528,NA,Chordata,Actinopteri,Characiformes,Serrasalmidae,Piaractus,Piaractus mesopotamicus
NC_024942.1,77151,NA,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Mustela nigripes
NC_024941.1,930266,NA,Chordata,Actinopteri,Characiformes,Bryconidae,Salminus,Salminus brasiliensis
NC_024939.1,27695,NA,Chordata,Actinopteri,Characiformes,Prochilodontidae,Prochilodus,Prochilodus lineatus
NC_024938.1,126315,NA,Chordata,Actinopteri,Characiformes,Bryconidae,Brycon,Brycon orbignyanus
NC_024937.1,540279,NA,Chordata,Chondrichthyes,Rhinopristiformes,Rhinobatidae,Zapteryx,Zapteryx exasperata
NC_024934.1,1544377,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Acrossocheilus,Acrossocheilus stenotaeniatus
NC_024933.1,460675,NA,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,Chlorocebus cynosuros
NC_024925.1,267979,NA,Chordata,Aves,Passeriformes,Fringillidae,Emberiza,Emberiza rutila
NC_024924.1,36250,NA,Chordata,Aves,Passeriformes,Fringillidae,Emberiza,Emberiza rustica
NC_024922.1,30387,NA,Chordata,Aves,Anseriformes,Anatidae,Netta,Netta rufina
NC_024921.1,195614,NA,Chordata,Actinopteri,Pleuronectiformes,Soleidae,Heteromycteris,Heteromycteris japonicus
NC_024885.1,80798,NA,Chordata,Actinopteri,Cypriniformes,Acheilognathidae,Rhodeus,Rhodeus lighti
NC_024883.1,370629,NA,Chordata,Actinopteri,Atheriniformes,Atherinopsidae,Chirostoma,Chirostoma humboldtianum
NC_024881.1,75042,NA,Chordata,Actinopteri,NA,Siganidae,Siganus,Siganus canaliculatus
NC_024880.1,361645,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Schizopygopsis,Schizopygopsis malacanthus
NC_024879.1,1443078,NA,Chordata,Actinopteri,Centrarchiformes,Sinipercidae,Siniperca,Siniperca scherzeri x Siniperca chuatsi
NC_024876.1,1443077,NA,Chordata,Actinopteri,Centrarchiformes,Sinipercidae,Siniperca,Siniperca chuatsi x Siniperca scherzeri
NC_024875.1,740940,NA,Chordata,Lepidosauria,Squamata,Agamidae,Phrynocephalus,Phrynocephalus guinanensis
NC_024873.1,175006,NA,Chordata,Aves,Passeriformes,Maluridae,Malurus,Malurus melanocephalus
NC_024872.1,9188,NA,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus migratorius
NC_024871.1,175139,NA,Chordata,Aves,Passeriformes,Petroicidae,Tregellasia,Tregellasia leucops
NC_024870.1,50250,NA,Chordata,Aves,Passeriformes,Sittidae,Sitta,Sitta carolinensis
NC_024869.1,28733,NA,Chordata,Aves,Passeriformes,Vireonidae,Vireo,Vireo olivaceus
NC_024868.1,343932,NA,Chordata,Aves,Passeriformes,Hyliotidae,Hyliota,Hyliota flavigaster
NC_024867.1,48891,NA,Chordata,Aves,Passeriformes,Paridae,Poecile,Poecile atricapillus
NC_024866.1,73321,NA,Chordata,Aves,Passeriformes,Regulidae,Regulus,Regulus calendula
NC_024865.1,1763895,NA,Chordata,Aves,Passeriformes,Melanocharitidae,Oedistoma,Oedistoma iliolophus
NC_024862.1,443759,NA,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus macloti
NC_024860.1,273789,NA,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus celebensis
NC_024844.1,1539280,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Acrossocheilus,Acrossocheilus kreyenbergii
NC_024843.1,342822,NA,Chordata,Amphibia,Anura,Dicroglossidae,Quasipaa,Quasipaa yei
NC_024842.1,80991,NA,Chordata,Actinopteri,NA,Pomacentridae,Premnas,Premnas biaculeatus
NC_024841.1,80973,NA,Chordata,Actinopteri,NA,Pomacentridae,Amphiprion,Amphiprion perideraion
NC_024840.1,80971,NA,Chordata,Actinopteri,NA,Pomacentridae,Amphiprion,Amphiprion frenatus
NC_024837.1,1538613,NA,Chordata,Actinopteri,Cypriniformes,Gobionidae,Gnathopogon,Gnathopogon polytaenia
NC_024836.1,1537714,NA,Chordata,Actinopteri,Aulopiformes,Synodontidae,Saurida,Saurida umeyoshii
NC_024835.1,96998,NA,Chordata,Actinopteri,Cichliformes,Cichlidae,Petenia,Petenia splendida
NC_024834.1,238031,NA,Chordata,Actinopteri,Cypriniformes,Xenocyprididae,Elopichthys,Elopichthys bambusa
NC_024833.1,137067,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Schizothorax,Schizothorax pseudoaksaiensis
NC_024821.1,9160,NA,Chordata,Aves,Passeriformes,Passeridae,Passer,Passer montanus
NC_024820.1,9894,NA,Chordata,Mammalia,Artiodactyla,Giraffidae,Giraffa,Giraffa camelopardalis
NC_024819.1,141652,NA,Chordata,Mammalia,Artiodactyla,Cervidae,Dama,Dama mesopotamica
NC_024818.1,9904,NA,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos gaurus
NC_024812.1,397661,NA,Chordata,Mammalia,Artiodactyla,Cervidae,Passalites,Passalites nemorivagus
NC_024753.1,1535806,NA,Chordata,Actinopteri,Anabantiformes,Osphronemidae,Macropodus,Macropodus ocellatus
NC_024750.1,75865,NA,Chordata,Aves,Anseriformes,Anatidae,Tadorna,Tadorna tadorna
NC_024749.1,933992,NA,Chordata,Actinopteri,Cypriniformes,Xenocyprididae,Chanodichthys,Chanodichthys erythropterus
NC_024748.1,110109,NA,Chordata,Amphibia,Anura,Ranidae,Sylvirana,Sylvirana guentheri
NC_024746.1,185883,NA,Chordata,Actinopteri,Perciformes,Scorpaenidae,Pterois,Pterois miles
NC_024739.1,1530446,NA,Chordata,Actinopteri,Perciformes,Cottidae,Cottus,Cottus dzungaricus
NC_024737.1,1527459,NA,Chordata,Actinopteri,Cichliformes,Cichlidae,NA,Paraneetroplus synspilus x Amphilophus citrinellus
NC_024730.1,241766,NA,Chordata,Aves,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus melanicterus
NC_024729.1,1463496,NA,Chordata,Actinopteri,Cypriniformes,Xenocyprididae,Metzia,Metzia longinasus
NC_024726.1,56436,NA,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus,Phylloscopus inornatus
NC_024682.1,123379,NA,Chordata,Aves,Passeriformes,Tyrannidae,Mionectes,Mionectes oleagineus
NC_024674.1,1302316,NA,Chordata,Actinopteri,Salmoniformes,Salmonidae,Brachymystax,Brachymystax tumensis
NC_024673.1,109454,NA,Chordata,Aves,Passeriformes,Certhiidae,Henicorhina,Henicorhina leucosticta
NC_024672.1,278780,NA,Chordata,Actinopteri,Siluriformes,Sisoridae,Glyptothorax,Glyptothorax sinensis
NC_024667.1,44491,NA,Chordata,NA,Testudines,Chelidae,Chelodina,Chelodina longicollis
NC_024654.1,171651,NA,Chordata,Lepidosauria,Squamata,Agamidae,Phrynocephalus,Phrynocephalus versicolor
NC_024645.1,1471755,NA,Chordata,Actinopteri,Cypriniformes,NA,NA,Culter alburnus x Ancherythroculter nigrocauda
NC_024640.1,45639,NA,Chordata,Aves,Anseriformes,Anatidae,Tadorna,Tadorna ferruginea
NC_024634.1,564176,NA,Chordata,Actinopteri,Cypriniformes,Gobionidae,Ladislavia,Ladislavia taczanowskii
NC_024630.1,210166,NA,Chordata,Mammalia,Primates,Pitheciidae,Cheracebus,Cheracebus lugens
NC_024629.1,280163,NA,Chordata,Mammalia,Primates,Pitheciidae,Chiropotes,Chiropotes israelita
NC_024628.1,9495,NA,Chordata,Mammalia,Primates,Cebidae,Callimico,Callimico goeldii
NC_024623.1,1523555,NA,Chordata,Actinopteri,Cypriniformes,NA,NA,Megalobrama amblycephala x Ancherythroculter nigrocauda
NC_024621.1,172905,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Schizothorax,Schizothorax chongi
NC_024620.1,9014,NA,Chordata,Aves,Galliformes,Odontophoridae,Colinus,Colinus virginianus
NC_024619.1,466541,NA,Chordata,Aves,Galliformes,Phasianidae,Caloperdix,Caloperdix oculeus
NC_024618.1,84990,NA,Chordata,Aves,Galliformes,Cracidae,Crax,Crax rubra
NC_024617.1,84986,NA,Chordata,Aves,Galliformes,Cracidae,Crax,Crax daubentoni
NC_024616.1,388972,NA,Chordata,Aves,Galliformes,Phasianidae,Ptilopachus,Ptilopachus petrosus
NC_024615.1,30403,NA,Chordata,Aves,Galliformes,Phasianidae,Polyplectron,Polyplectron napoleonis
NC_024612.1,516951,NA,Chordata,Lepidosauria,Squamata,Agamidae,Phrynocephalus,Phrynocephalus putjatai
NC_024611.1,422203,NA,Chordata,Actinopteri,Cypriniformes,Nemacheilidae,Triplophysa,Triplophysa siluroides
NC_024610.1,520517,NA,Chordata,Actinopteri,Pleuronectiformes,Soleidae,Solea,Solea ovata
NC_024609.1,241444,NA,Chordata,Actinopteri,Cypriniformes,Balitoridae,Lepturichthys,Lepturichthys fimbriata
NC_024607.1,701737,NA,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus splendens
NC_024606.1,278181,NA,Chordata,Actinopteri,Cypriniformes,Balitoridae,Jinshaia,Jinshaia abbreviata
NC_024604.1,9378,NA,Chordata,Mammalia,Eulipotyphla,Soricidae,Suncus,Suncus murinus
NC_024603.1,121156,NA,Chordata,Amphibia,Anura,Ranidae,Odorrana,Odorrana margaretae
NC_024599.1,1072481,NA,Chordata,Chondrichthyes,Rajiformes,Arhynchobatidae,Pavoraja,Pavoraja nitida
NC_024598.1,241446,NA,Chordata,Actinopteri,Cypriniformes,Balitoridae,Jinshaia,Jinshaia sinensis
NC_024597.1,1324795,NA,Chordata,Actinopteri,Cypriniformes,Nemacheilidae,Triplophysa,Triplophysa anterodorsalis
NC_024596.1,7808,NA,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus plumbeus
NC_024594.1,100828,NA,Chordata,Aves,Podicipediformes,Podicipedidae,Tachybaptus,Tachybaptus ruficollis
NC_024593.1,261959,NA,Chordata,Aves,Gruiformes,Rallidae,Amaurornis,Amaurornis phoenicurus
NC_024592.1,2175849,NA,Chordata,Mammalia,Rodentia,Cricetidae,Urocricetus,Urocricetus kamensis
NC_024588.1,400002,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Pseudogyrinocheilus,Pseudogyrinocheilus prochilus
NC_024587.1,360509,NA,Chordata,Actinopteri,Lutjaniformes,Haemulidae,Plectorhinchus,Plectorhinchus cinctus
NC_024585.1,374848,NA,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salvelinus,Salvelinus curilus
NC_024580.1,334891,NA,Chordata,Actinopteri,Ephippiformes,Ephippidae,Platax,Platax teira
NC_024578.1,172910,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Discogobio,Discogobio tetrabarbatus
NC_024575.1,592150,NA,Chordata,Aves,Pelecaniformes,Ardeidae,Ixobrychus,Ixobrychus flavicollis
NC_024573.1,335060,NA,Chordata,Actinopteri,NA,Sciaenidae,Protonibea,Protonibea diacanthus
NC_024572.1,273455,NA,Chordata,Actinopteri,Lutjaniformes,Lutjanidae,Lutjanus,Lutjanus johnii
NC_024569.1,205655,NA,Chordata,Mammalia,Carnivora,Viverridae,Prionodon,Prionodon pardicolor
NC_024568.1,205596,NA,Chordata,Mammalia,Carnivora,Viverridae,Genetta,Genetta servalina
NC_024567.1,71115,NA,Chordata,Mammalia,Carnivora,Nandiniidae,Nandinia,Nandinia binotata
NC_024566.1,80805,NA,Chordata,Actinopteri,Cypriniformes,Acheilognathidae,Tanakia,Tanakia lanceolata
NC_024563.1,127560,NA,Chordata,Mammalia,Eulipotyphla,Soricidae,Anourosorex,Anourosorex squamipes
NC_024561.1,2056564,NA,Chordata,Actinopteri,Cypriniformes,Gobionidae,Squalidus,Squalidus gracilis
NC_024559.1,74361,NA,Chordata,Lepidosauria,Squamata,Colubridae,Lycodon,Lycodon rufozonatus
NC_024558.1,105273,NA,Chordata,Mammalia,Chiroptera,Vespertilionidae,Vespertilio,Vespertilio sinensis
NC_024557.1,207572,NA,Chordata,Lepidosauria,Squamata,Pygopodidae,Aprasia,Aprasia parapulchella
NC_024556.1,58220,NA,Chordata,Actinopteri,Carangiformes,Carangidae,Decapterus,Decapterus maruadsi
NC_024554.1,1233216,NA,Chordata,Aves,Galliformes,Phasianidae,Lyrurus,Lyrurus tetrix
NC_024553.1,520168,NA,Chordata,Aves,Passeriformes,Leiothrichidae,Ianthocincla,Ianthocincla cineracea
NC_024552.1,411519,NA,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus hortulorum
NC_024549.1,201705,NA,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,Sebastes oblongus
NC_024548.1,359667,NA,Chordata,Amphibia,Anura,Ranidae,Rana,Rana kunyuensis
NC_024547.1,143527,NA,Chordata,Amphibia,Anura,Microhylidae,Microhyla,Microhyla pulchra
NC_024546.1,1410277,NA,Chordata,Lepidosauria,Squamata,Colubridae,Euprepiophis,Euprepiophis perlaceus
NC_024540.1,171527,NA,Chordata,Actinopteri,Cypriniformes,Gobionidae,Rhinogobio,Rhinogobio cylindricus
NC_024539.1,337173,NA,Chordata,Aves,Passeriformes,Sylviidae,Sinosuthora,Sinosuthora webbiana
NC_024538.1,447135,NA,Chordata,Mammalia,Rodentia,Cricetidae,Myodes,Myodes glareolus
NC_024537.1,263530,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Ptychobarbus,Ptychobarbus dipogon
NC_024536.1,109276,NA,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,Hippocampus barbouri
NC_024534.1,241451,NA,Chordata,Actinopteri,Cypriniformes,Balitoridae,Sinogastromyzon,Sinogastromyzon sichangensis
NC_024533.1,9049,NA,Chordata,Aves,Galliformes,Phasianidae,Pavo,Pavo cristatus
NC_024531.1,370040,NA,Chordata,Actinopteri,Mugiliformes,Mugilidae,Planiliza,Planiliza haematocheilus
NC_024530.1,109285,NA,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,Hippocampus ingens
NC_024529.1,164651,NA,Chordata,Mammalia,Primates,Cercopithecidae,Trachypithecus,Trachypithecus pileatus
NC_024527.1,328525,NA,Chordata,Actinopteri,Cypriniformes,Gobionidae,Hemibarbus,Hemibarbus medius
NC_024524.1,260902,NA,Chordata,Aves,Passeriformes,Fringillidae,Emberiza,Emberiza cioides
NC_024513.1,184239,NA,Chordata,NA,Crocodylia,Crocodylidae,Crocodylus,Crocodylus rhombifer
NC_021768.2,571825,NA,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Glyphis,Glyphis glyphis
NC_024434.1,221672,NA,Chordata,Actinopteri,Siluriformes,Sisoridae,Pareuchiloglanis,Pareuchiloglanis sinensis
NC_024433.1,358388,NA,Chordata,Actinopteri,Centrarchiformes,Sinipercidae,Siniperca,Siniperca undulata
NC_024432.1,358392,NA,Chordata,Actinopteri,Centrarchiformes,Sinipercidae,Siniperca,Siniperca roulei
NC_024430.1,291819,NA,Chordata,Actinopteri,Cypriniformes,Gobionidae,Paracanthobrama,Paracanthobrama guichenoti
NC_024423.1,171529,NA,Chordata,Actinopteri,Cypriniformes,Gobionidae,Rhinogobio,Rhinogobio typus
NC_024422.1,75353,NA,Chordata,Actinopteri,Cypriniformes,Xenocyprididae,Megalobrama,Megalobrama skolkovii
NC_024294.1,369663,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Ptychidio,Ptychidio jordani
NC_024285.1,195596,NA,Chordata,Actinopteri,Pleuronectiformes,Soleidae,Aseraggodes,Aseraggodes kobensis
NC_024284.1,263686,NA,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus melanopterus
NC_024280.1,325335,NA,Chordata,Aves,Coraciiformes,Cerylidae,Ceryle,Ceryle rudis
NC_024279.1,1503466,NA,Chordata,Actinopteri,Siluriformes,Bagridae,Pseudobagrus,Pseudobagrus emarginatus
NC_024278.1,337641,NA,Chordata,Actinopteri,Siluriformes,Bagridae,Hemibagrus,Hemibagrus wyckioides
NC_024277.1,436498,NA,Chordata,Actinopteri,Cypriniformes,Xenocyprididae,Chanodichthys,Chanodichthys recurviceps
NC_024276.1,661037,NA,Chordata,Chondrichthyes,NA,Squatinidae,Squatina,Squatina japonica
NC_024274.1,1906136,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Barbonymus,Barbonymus schwanefeldii
NC_024272.1,586025,NA,Chordata,Amphibia,Anura,Dicroglossidae,Nanorana,Nanorana taihangnica
NC_024269.1,38578,NA,Chordata,Chondrichthyes,Lamniformes,Alopiidae,Lamna,Lamna ditropis
NC_024268.1,762568,NA,Chordata,Aves,Passeriformes,Aegithalidae,Aegithalos,Aegithalos glaucogularis
NC_024267.1,762617,NA,Chordata,Aves,Passeriformes,Aegithalidae,Aegithalos,Aegithalos bonvaloti
NC_024266.1,762613,NA,Chordata,Aves,Passeriformes,Aegithalidae,Aegithalos,Aegithalos fuliginosus
NC_024263.1,366931,NA,Chordata,Actinopteri,Pleuronectiformes,Samaridae,Samariscus,Samariscus latus
NC_024259.1,258242,NA,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,Lepus coreanus
NC_024257.1,254642,NA,Chordata,Aves,Passeriformes,Campephagidae,Pericrocotus,Pericrocotus ethologus
NC_024199.1,433684,NA,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Takifugu,Takifugu flavidus
NC_024198.1,1496258,NA,Chordata,Aves,Coraciiformes,Alcedinidae,Halcyon,Halcyon pileata
NC_024197.1,1206906,NA,Chordata,Actinopteri,NA,Malacanthidae,Hoplolatilus,Hoplolatilus cuniculus
NC_024195.1,270530,NA,Chordata,Actinopteri,Syngnathiformes,Callionymidae,Synchiropus,Synchiropus splendidus
NC_024194.1,1147745,NA,Chordata,Actinopteri,Syngnathiformes,Callionymidae,Callionymus,Callionymus enneactis
NC_024193.1,1147744,NA,Chordata,Actinopteri,Syngnathiformes,Callionymidae,Neosynchiropus,Neosynchiropus moyeri
NC_024190.1,206154,NA,Chordata,Actinopteri,Syngnathiformes,Fistulariidae,Fistularia,Fistularia petimba
NC_024189.1,390316,NA,Chordata,Actinopteri,Syngnathiformes,Dactylopteridae,Dactyloptena,Dactyloptena orientalis
NC_024188.1,342443,NA,Chordata,Actinopteri,Syngnathiformes,Mullidae,Mulloidichthys,Mulloidichthys vanicolensis
NC_024187.1,1147755,NA,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Doryrhamphus,Doryrhamphus japonicus
NC_024186.1,1147743,NA,Chordata,Actinopteri,Syngnathiformes,Solenostomidae,Solenostomus,Solenostomus paradoxus
NC_024185.1,215391,NA,Chordata,Actinopteri,Syngnathiformes,Draconettidae,Draconetta,Draconetta xenica
NC_024184.1,173342,NA,Chordata,Actinopteri,Carangiformes,Carangidae,Trachinotus,Trachinotus carolinus
NC_024183.1,857721,NA,Chordata,Actinopteri,Cypriniformes,Xenocyprididae,Culter,Culter compressocorpus
NC_024180.1,167930,NA,Chordata,Amphibia,Anura,Ranidae,Amolops,Amolops mantzorum
NC_024179.1,143513,NA,Chordata,Lepidosauria,Squamata,Agamidae,Leiolepis,Leiolepis reevesii
NC_024178.1,512342,NA,Chordata,Actinopteri,Semionotiformes,Lepisosteidae,Atractosteus,Atractosteus tropicus
NC_024172.1,68728,NA,Chordata,Mammalia,Carnivora,Canidae,Chrysocyon,Chrysocyon brachyurus
NC_024164.1,1486644,NA,Chordata,Lepidosauria,Squamata,Dipsadidae,Hypsiglena,Hypsiglena unaocularus
NC_024163.1,328546,NA,Chordata,Actinopteri,Cypriniformes,Gobionidae,Platysmacheilus,Platysmacheilus exiguus
NC_024156.1,3149577,NA,Chordata,Aves,Apodiformes,Trochilidae,Chrysuronia,Chrysuronia versicolor
NC_024110.1,55135,NA,Chordata,Chondrichthyes,NA,Pristiophoridae,Pristiophorus,Pristiophorus japonicus
NC_024109.1,418454,NA,Chordata,Actinopteri,Osmeriformes,Salangidae,Protosalanx,Protosalanx hyalocranius
NC_024108.1,270576,NA,Chordata,Actinopteri,Perciformes,Serranidae,Grammistes,Grammistes sexlineatus
NC_024107.1,317158,NA,Chordata,Aves,Passeriformes,Hirundinidae,Cecropis,Cecropis daurica
NC_024102.1,495854,NA,Chordata,Chondrichthyes,Myliobatiformes,Gymnuridae,Gymnura,Gymnura poecilura
NC_024101.1,7847,NA,Chordata,Chondrichthyes,Lamniformes,Alopiidae,Isurus,Isurus paucus
NC_024100.1,334913,NA,Chordata,Actinopteri,Perciformes,Serranidae,Cephalopholis,Cephalopholis sexmaculata
NC_024088.1,92439,NA,Chordata,Actinopteri,NA,Siganidae,Siganus,Siganus guttatus
NC_024087.1,8962,NA,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,Aquila chrysaetos
NC_024086.1,406531,NA,Chordata,Actinopteri,NA,Siganidae,Siganus,Siganus puellus
NC_024069.1,54508,NA,Chordata,Aves,Charadriiformes,Jacanidae,Jacana,Jacana jacana
NC_024055.1,303932,NA,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus acronotus
NC_024053.1,981131,NA,Chordata,Mammalia,Primates,Tarsiidae,Tarsius,Tarsius wallacei
NC_024052.1,449501,NA,Chordata,Mammalia,Primates,Tarsiidae,Tarsius,Tarsius dentatus
NC_024051.1,630277,NA,Chordata,Mammalia,Primates,Tarsiidae,Tarsius,Tarsius lariang
NC_024049.1,1347091,NA,Chordata,Actinopteri,Cypriniformes,Botiidae,Leptobotia,Leptobotia microphthalma
NC_024048.1,36255,NA,Chordata,Aves,Passeriformes,Fringillidae,Fringilla,Fringilla montifringilla
NC_024068.1,118786,NA,Chordata,Aves,Charadriiformes,Jacanidae,Jacana,Jacana spinosa
NC_023505.2,195326,NA,Chordata,Chondrichthyes,Rajiformes,Rajidae,Dipturus,Dipturus kwangtungensis
NC_024043.1,48086,NA,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,Lepus americanus
NC_024042.1,100182,NA,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,Lepus granatensis
NC_024039.1,327770,NA,Chordata,Actinopteri,Perciformes,Serranidae,Epinephelus,Epinephelus tukula
NC_024026.1,435999,NA,Chordata,Actinopteri,Carangiformes,Carangidae,Trachinotus,Trachinotus blochii
NC_023924.1,8001,NA,Chordata,Actinopteri,Siluriformes,Pangasiidae,Pangasius,Pangasius pangasius
NC_023923.1,59899,NA,Chordata,Actinopteri,Siluriformes,Clariidae,Clarias,Clarias batrachus
NC_023922.1,89094,NA,Chordata,Mammalia,Rodentia,Sciuridae,Petaurista,Petaurista alborufus
NC_023982.1,3150713,NA,Chordata,Aves,Gruiformes,Rallidae,Zapornia,Zapornia akool
NC_023981.1,188379,NA,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,Egretta garzetta
NC_023980.1,1481781,NA,Chordata,Actinopteri,Aulopiformes,Synodontidae,Saurida,Saurida microlepis
NC_023979.1,343525,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Schizopyge,Schizopyge dolichonema
NC_023975.1,328523,NA,Chordata,Actinopteri,Cypriniformes,Gobionidae,Belligobio,Belligobio nummifer
NC_023974.1,8286,NA,Chordata,Actinopteri,Pleuronectiformes,Soleidae,Pardachirus,Pardachirus pavoninus
NC_023973.1,195642,NA,Chordata,Actinopteri,Pleuronectiformes,Soleidae,Pseudaesopia,Pseudaesopia japonica
NC_023972.1,445358,NA,Chordata,Actinopteri,Spariformes,Nemipteridae,Nemipterus,Nemipterus japonicus
NC_023971.1,122765,NA,Chordata,Mammalia,Primates,Cercopithecidae,Trachypithecus,Trachypithecus cristatus
NC_023970.1,54180,NA,Chordata,Mammalia,Primates,Cercopithecidae,Trachypithecus,Trachypithecus francoisi
NC_023969.1,8832,NA,Chordata,Aves,Anseriformes,Anatidae,Aix,Aix galericulata
NC_023968.1,3049898,NA,Chordata,Actinopteri,Carangiformes,Carangidae,Platycaranx,Platycaranx malabaricus
